cause_category,source_group,repo_name,metric,rows,total_abs_diff,mean_diff,median_abs_diff,max_abs_diff,positive_diff_rows,negative_diff_rows,paper_mean,our_mean
rule_config_analyzer_profile_signal,treatment,Anemll/Anemll,code_smells,5,1764.0,-352.8,38.0,837.0,0,5,477.4,124.6
rule_config_analyzer_profile_signal,control,dymmond/edgy,code_smells,17,1759.0,50.529411764705884,119.0,163.0,14,3,225.2941176470588,275.8235294117647
paper_commit_missing,treatment,terryyin/lizard,code_smells,5,1725.0,345.0,345.0,345.0,5,0,1481.6,1826.6
source_scope_difference_or_mixed,control,believethehype/nostrdvm,code_smells,18,1721.0,-91.72222222222223,137.0,151.0,2,16,1083.111111111111,991.3888888888889
source_scope_difference_or_mixed,treatment,wdm0006/elote,code_smells,2,1700.0,-850.0,850.0,858.0,0,2,884.5,34.5
source_scope_difference_or_mixed,control,aio-libs/aiohttp,code_smells,11,1645.0,-149.54545454545453,161.0,183.0,0,11,529.2727272727273,379.72727272727275
commit_selection_difference,treatment,PostHog/posthog,code_smells,1,1567.0,1567.0,1567.0,1567.0,1,0,13058.0,14625.0
paper_commit_missing,control,jacebrowning/datafiles,code_smells,7,1522.0,-217.42857142857142,217.0,219.0,0,7,258.42857142857144,41.0
source_scope_difference_or_mixed,treatment,airweave-ai/airweave,code_smells,6,1424.0,237.33333333333334,236.5,360.0,6,0,487.0,724.3333333333334
paper_commit_missing,control,Jieqianyu/SGN,code_smells,7,1337.0,191.0,191.0,191.0,7,0,197.0,388.0
source_scope_difference_or_mixed,control,daxa-ai/pebblo,code_smells,13,1271.0,97.76923076923077,97.0,138.0,13,0,98.92307692307692,196.69230769230768
source_scope_difference_or_mixed,treatment,sbomify/sbomify,code_smells,7,1230.0,175.71428571428572,126.0,356.0,7,0,286.85714285714283,462.57142857142856
source_scope_difference_or_mixed,treatment,ResearchHub/researchhub-backend,code_smells,20,1222.0,-61.1,63.5,107.0,0,20,795.6,734.5
rule_config_analyzer_profile_signal,treatment,Chocksy/qc-options-framework,code_smells,10,1202.0,-90.8,25.5,265.0,6,4,924.3,833.5
rule_config_analyzer_profile_signal,control,HelpingAI/Webscout,code_smells,9,1054.0,117.11111111111111,118.0,288.0,9,0,330.77777777777777,447.8888888888889
source_scope_difference_or_mixed,treatment,OpenMOSS/Language-Model-SAEs,code_smells,14,975.0,69.64285714285714,53.0,137.0,14,0,220.14285714285714,289.7857142857143
rule_config_analyzer_profile_signal,treatment,keephq/keep,code_smells,3,928.0,309.3333333333333,292.0,355.0,3,0,1065.6666666666667,1375.0
rule_config_analyzer_profile_signal,treatment,namuan/trading-utils,code_smells,13,870.0,66.92307692307692,51.0,170.0,13,0,123.3076923076923,190.23076923076923
rule_config_analyzer_profile_signal,treatment,trycua/cua,code_smells,5,839.0,167.8,159.0,226.0,5,0,280.2,448.0
rule_config_analyzer_profile_signal,treatment,osomai/servicenow-mcp,code_smells,5,698.0,139.6,140.0,151.0,5,0,56.8,196.4
source_scope_difference_or_mixed,treatment,ericmjl/llamabot,code_smells,19,692.0,8.736842105263158,26.0,92.0,15,4,106.36842105263158,115.10526315789474
rule_config_analyzer_profile_signal,treatment,panther-labs/panther-analysis,code_smells,19,680.0,35.78947368421053,29.0,51.0,19,0,166.0,201.78947368421052
rule_config_analyzer_profile_signal,treatment,leettools-dev/leettools,code_smells,5,647.0,129.4,206.0,209.0,5,0,553.8,683.2
commit_selection_difference,treatment,LearningCircuit/local-deep-research,code_smells,1,636.0,636.0,636.0,636.0,1,0,915.0,1551.0
source_scope_difference_or_mixed,control,microsoft/semantic-link-labs,code_smells,15,620.0,41.333333333333336,41.0,63.0,15,0,1275.1333333333334,1316.4666666666667
commit_selection_difference,treatment,DataScienceUIBK/Rankify,code_smells,7,594.0,84.85714285714286,80.0,93.0,7,0,778.4285714285714,863.2857142857143
source_scope_difference_or_mixed,control,PromtEngineer/localGPT,code_smells,9,549.0,61.0,60.0,77.0,9,0,89.0,150.0
source_scope_difference_or_mixed,treatment,tw-haiven/haiven,code_smells,15,546.0,36.4,26.0,83.0,14,0,325.2,361.6
paper_commit_missing,control,PromtEngineer/localGPT,code_smells,9,532.0,59.111111111111114,60.0,60.0,9,0,89.66666666666667,148.77777777777777
paper_commit_missing,control,daxa-ai/pebblo,code_smells,5,511.0,102.2,105.0,105.0,5,0,148.8,251.0
rule_config_analyzer_profile_signal,control,DakeQQ/YOLO-Depth-Estimation-for-Android,code_smells,14,469.0,-33.5,34.0,39.0,0,14,373.85714285714283,340.35714285714283
commit_selection_difference,treatment,whiteducksoftware/flock,code_smells,3,423.0,141.0,139.0,151.0,3,0,365.6666666666667,506.6666666666667
source_scope_difference_or_mixed,control,thegreenwebfoundation/admin-portal,code_smells,19,406.0,-21.36842105263158,22.0,35.0,0,19,297.42105263157896,276.05263157894734
rule_config_analyzer_profile_signal,treatment,tmux-python/tmuxp,code_smells,20,387.0,-19.35,16.0,29.0,0,20,71.15,51.8
commit_selection_difference,control,HelpingAI/Webscout,code_smells,1,385.0,385.0,385.0,385.0,1,0,853.0,1238.0
rule_config_analyzer_profile_signal,control,pieces-app/cli-agent,code_smells,19,383.0,-4.052631578947368,11.0,55.0,3,16,285.63157894736844,281.57894736842104
rule_config_analyzer_profile_signal,control,Jieqianyu/SGN,code_smells,2,382.0,191.0,191.0,191.0,2,0,197.0,388.0
commit_selection_difference,treatment,sbomify/sbomify,code_smells,1,368.0,368.0,368.0,368.0,1,0,564.0,932.0
commit_selection_difference,control,PennyLaneAI/catalyst,code_smells,1,362.0,-362.0,362.0,362.0,0,1,655.0,293.0
source_scope_difference_or_mixed,control,BalancerMaxis/multisig-ops,code_smells,18,351.0,19.5,20.5,21.0,18,0,455.8888888888889,475.3888888888889
paper_commit_missing,control,baaivision/EVE,code_smells,9,347.0,38.55555555555556,27.0,53.0,9,0,155.44444444444446,194.0
commit_selection_difference,treatment,airweave-ai/airweave,code_smells,2,346.0,173.0,173.0,177.0,2,0,957.5,1130.5
source_scope_difference_or_mixed,control,VirtualFlow/VFVS,code_smells,1,344.0,-344.0,344.0,344.0,0,1,379.0,35.0
source_scope_difference_or_mixed,treatment,wdm0006/pygeohash,code_smells,4,341.0,85.25,86.0,86.0,4,0,17.5,102.75
source_scope_difference_or_mixed,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,code_smells,4,330.0,82.5,82.0,84.0,4,0,39.5,122.0
commit_selection_difference,control,golemfoundation/octant,code_smells,2,324.0,162.0,162.0,162.0,2,0,566.0,728.0
rule_config_analyzer_profile_signal,control,kuleshov-group/caduceus,code_smells,10,300.0,30.0,32.0,32.0,10,0,105.4,135.4
paper_commit_missing,control,believethehype/nostrdvm,code_smells,2,292.0,-146.0,146.0,146.0,0,2,1335.0,1189.0
paper_commit_missing,control,microsoft/AzureTRE,code_smells,1,289.0,289.0,289.0,289.0,1,0,517.0,806.0
paper_commit_missing,treatment,Chocksy/qc-options-framework,code_smells,2,285.0,-121.5,142.5,264.0,1,1,928.5,807.0
commit_selection_difference,treatment,Hankanman/Area-Occupancy-Detection,code_smells,9,283.0,31.444444444444443,30.0,60.0,9,0,25.22222222222222,56.666666666666664
rule_config_analyzer_profile_signal,treatment,synaptiai/prompt-decorators,code_smells,7,280.0,40.0,48.0,48.0,6,0,137.28571428571428,177.28571428571428
paper_commit_missing,control,jfcrenshaw/pzflow,code_smells,10,280.0,-28.0,28.0,28.0,0,10,109.0,81.0
rule_config_analyzer_profile_signal,control,OSU-NLP-Group/HippoRAG,code_smells,10,273.0,27.3,24.0,39.0,10,0,74.4,101.7
paper_commit_missing,treatment,lss233/kirara-ai,code_smells,9,270.0,30.0,30.0,30.0,9,0,161.0,191.0
paper_commit_missing,treatment,cgevans/qslib,code_smells,5,266.0,-30.0,15.0,208.0,4,1,171.0,141.0
paper_commit_missing,treatment,Multi-V-VM/MVVM,code_smells,10,266.0,26.6,25.0,29.0,10,0,358.2,384.8
rule_config_analyzer_profile_signal,treatment,appl-team/appl,code_smells,9,233.0,-18.333333333333332,33.0,34.0,3,6,168.33333333333334,150.0
source_scope_difference_or_mixed,treatment,samuelgursky/davinci-resolve-mcp,code_smells,2,230.0,115.0,115.0,115.0,2,0,181.0,296.0
paper_commit_missing,control,kuleshov-group/caduceus,code_smells,7,224.0,32.0,32.0,32.0,7,0,107.0,139.0
rule_config_analyzer_profile_signal,control,zju3dv/ready_to_react,code_smells,2,212.0,106.0,106.0,106.0,2,0,481.0,587.0
source_scope_difference_or_mixed,treatment,trycua/cua,code_smells,1,209.0,209.0,209.0,209.0,1,0,155.0,364.0
paper_commit_missing,control,dymmond/edgy,code_smells,2,207.0,-59.5,103.5,163.0,1,1,228.5,169.0
rule_config_analyzer_profile_signal,control,bropines/chrome-lens-py,code_smells,10,203.0,20.3,14.0,59.0,8,0,11.8,32.1
rule_config_analyzer_profile_signal,treatment,Kiln-AI/Kiln,code_smells,11,203.0,13.909090909090908,20.0,35.0,9,2,107.36363636363636,121.27272727272727
rule_config_analyzer_profile_signal,control,qiboteam/qibojit,code_smells,14,203.0,-14.5,15.0,15.0,0,14,77.35714285714286,62.857142857142854
rule_config_analyzer_profile_signal,control,stakewise/v3-operator,code_smells,19,198.0,10.421052631578947,10.0,12.0,19,0,33.78947368421053,44.21052631578947
source_scope_difference_or_mixed,treatment,whiteducksoftware/flock,code_smells,2,197.0,98.5,98.5,158.0,2,0,254.0,352.5
source_scope_difference_or_mixed,treatment,Multi-V-VM/MVVM,code_smells,8,194.0,19.75,27.0,29.0,7,1,317.875,337.625
rule_config_analyzer_profile_signal,control,baaivision/EVE,code_smells,5,187.0,37.4,27.0,53.0,5,0,150.2,187.6
commit_selection_difference,treatment,OpenMOSS/Language-Model-SAEs,code_smells,3,185.0,61.666666666666664,63.0,66.0,3,0,201.66666666666666,263.3333333333333
paper_commit_missing,control,markmelnic/stealthenium,code_smells,4,180.0,45.0,45.0,45.0,4,0,124.0,169.0
rule_config_analyzer_profile_signal,treatment,The-Pocket/PocketFlow,code_smells,8,179.0,16.125,25.5,35.0,5,3,80.875,97.0
rule_config_analyzer_profile_signal,control,NVIDIA/cuEquivariance,code_smells,9,175.0,-18.333333333333332,14.0,52.0,1,8,274.3333333333333,256.0
rule_config_analyzer_profile_signal,treatment,sirkirby/unifi-network-rules,code_smells,9,175.0,19.444444444444443,12.0,39.0,9,0,56.0,75.44444444444444
paper_commit_missing,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,code_smells,2,164.0,82.0,82.0,82.0,2,0,38.0,120.0
rule_config_analyzer_profile_signal,control,zhang-xr/FirmLLM,code_smells,3,163.0,54.333333333333336,65.0,65.0,3,0,109.33333333333333,163.66666666666666
paper_commit_missing,control,bropines/chrome-lens-py,code_smells,3,160.0,53.333333333333336,59.0,59.0,3,0,23.333333333333332,76.66666666666667
commit_selection_difference,treatment,namuan/trading-utils,code_smells,1,158.0,158.0,158.0,158.0,1,0,237.0,395.0
rule_config_analyzer_profile_signal,control,ITSpecialist111/ai_automation_suggester,code_smells,8,158.0,19.75,26.0,26.0,8,0,10.0,29.75
paper_commit_missing,treatment,osomai/servicenow-mcp,code_smells,1,151.0,151.0,151.0,151.0,1,0,62.0,213.0
source_scope_difference_or_mixed,treatment,utensils/mcp-nixos,code_smells,4,151.0,37.75,14.5,108.0,4,0,56.0,93.75
commit_selection_difference,treatment,ericyuegu/hal,code_smells,10,145.0,14.5,12.5,23.0,10,0,98.8,113.3
rule_config_analyzer_profile_signal,control,weaviate/t2v-transformers-models,code_smells,13,144.0,-11.076923076923077,10.0,17.0,0,13,28.307692307692307,17.23076923076923
source_scope_difference_or_mixed,treatment,grapeot/web_agentic_ai,code_smells,2,143.0,71.5,71.5,86.0,2,0,52.0,123.5
rule_config_analyzer_profile_signal,treatment,instructor-ai/instructor,code_smells,18,143.0,0.5,5.5,27.0,7,11,114.38888888888889,114.88888888888889
