dataset_source,repo_name,blob_commit,blob_relative_path,blob_revision_key,first_observed_time,last_observed_time,observed_roles,error_record_count,affected_commit_pairs,affected_repository_months,error_types,error_messages,treatment_group,is_treatment
treatment,OpenMOSS/Language-Model-SAEs,d2baa097a4f83af6588b54216d04cefcc5350057,src/lm_saes/clt.py,treatment|OpenMOSS/Language-Model-SAEs|d2baa097a4f83af6588b54216d04cefcc5350057|src/lm_saes/clt.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (clt.py, line 406)",1,1
treatment,OpenMOSS/Language-Model-SAEs,6f9a450d89f0ba21621c36dc82f33dbe7a08ac53,src/lm_saes/trainer.py,treatment|OpenMOSS/Language-Model-SAEs|6f9a450d89f0ba21621c36dc82f33dbe7a08ac53|src/lm_saes/trainer.py,2025-07,2025-07,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid decimal literal (trainer.py, line 157)",1,1
treatment,TextGeneratorio/text-generator.io,d6b4a29593b03b436b9376022d80d6353fa4d737,questions/inference_server/inference_server.py,treatment|TextGeneratorio/text-generator.io|d6b4a29593b03b436b9376022d80d6353fa4d737|questions/inference_server/inference_server.py,2025-06,2025-06,current,1,1,1,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 1349 (inference_server.py, line 1349)",1,1
treatment,TextGeneratorio/text-generator.io,2e178b73b2b72d3a26304a6c31cd4fcba04eb835,scripts/onnx_compile.py,treatment|TextGeneratorio/text-generator.io|2e178b73b2b72d3a26304a6c31cd4fcba04eb835|scripts/onnx_compile.py,2025-06,2025-06,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (onnx_compile.py, line 55)",1,1
treatment,TextGeneratorio/text-generator.io,9dbf997ec92b83597276e178625fd76a0c0f5864,scripts/onnx_compile.py,treatment|TextGeneratorio/text-generator.io|9dbf997ec92b83597276e178625fd76a0c0f5864|scripts/onnx_compile.py,2025-06,2025-06,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (onnx_compile.py, line 55)",1,1
treatment,TextGeneratorio/text-generator.io,21da9a0c4231ce521d0b0bc57ff5ded21ac828a6,questions/inference_server/inference_server.py,treatment|TextGeneratorio/text-generator.io|21da9a0c4231ce521d0b0bc57ff5ded21ac828a6|questions/inference_server/inference_server.py,2025-07,2025-07,current,1,1,1,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 573 (inference_server.py, line 577)",1,1
treatment,TextGeneratorio/text-generator.io,3920d146d45c6c226f4321c9105a6076824d9aca,questions/inference_server/inference_server.py,treatment|TextGeneratorio/text-generator.io|3920d146d45c6c226f4321c9105a6076824d9aca|questions/inference_server/inference_server.py,2025-07,2025-08,current;parent,2,2,2,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 566 (inference_server.py, line 570)",1,1
treatment,TextGeneratorio/text-generator.io,55e9048a8e5046aae727492fce2d2c086db7db8d,questions/inference_server/inference_server.py,treatment|TextGeneratorio/text-generator.io|55e9048a8e5046aae727492fce2d2c086db7db8d|questions/inference_server/inference_server.py,2025-07,2025-07,parent,1,1,1,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 1345 (inference_server.py, line 1345)",1,1
treatment,TextGeneratorio/text-generator.io,facd798d33e1c063fb5a543569f4699628706ae0,questions/inference_server/inference_server.py,treatment|TextGeneratorio/text-generator.io|facd798d33e1c063fb5a543569f4699628706ae0|questions/inference_server/inference_server.py,2025-07,2025-07,current,1,1,1,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 573 (inference_server.py, line 577)",1,1
treatment,TextGeneratorio/text-generator.io,1565ef108ac58731086acb253581aa5c644c7156,questions/inference_server/inference_server.py,treatment|TextGeneratorio/text-generator.io|1565ef108ac58731086acb253581aa5c644c7156|questions/inference_server/inference_server.py,2025-08,2025-08,parent,1,1,1,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 566 (inference_server.py, line 570)",1,1
treatment,VRSEN/agency-swarm,66dfa22ac10e23a38aa46844627cbdff75f99fe6,agency_swarm/util/create_agent_template.py,treatment|VRSEN/agency-swarm|66dfa22ac10e23a38aa46844627cbdff75f99fe6|agency_swarm/util/create_agent_template.py,2024-02,2024-02,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid syntax (create_agent_template.py, line 23)",1,0
treatment,VRSEN/agency-swarm,5db94ae54d67e8973b0b36ffe0182dfaf3aafe1e,tests/demos/demo_observability.py,treatment|VRSEN/agency-swarm|5db94ae54d67e8973b0b36ffe0182dfaf3aafe1e|tests/demos/demo_observability.py,2025-04,2025-04,current;parent,2,2,1,IndentationError,"IndentationError: unexpected indent (demo_observability.py, line 1)",1,1
treatment,airweave-ai/airweave,9375eeadeb11ba7711b2d99665599dd1b37a48e8,backend/app/platform/sync/service.py,treatment|airweave-ai/airweave|9375eeadeb11ba7711b2d99665599dd1b37a48e8|backend/app/platform/sync/service.py,2025-02,2025-02,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (service.py, line 37)",1,0
treatment,airweave-ai/airweave,a57977917cdf0253cb4721a134c864081fa66e21,backend/app/platform/sync/service.py,treatment|airweave-ai/airweave|a57977917cdf0253cb4721a134c864081fa66e21|backend/app/platform/sync/service.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (service.py, line 37)",1,0
treatment,airweave-ai/airweave,23f470c769022b7b419af14a72862f104238a794,backend/tests/e2e/smoke/test_basic_health.py,treatment|airweave-ai/airweave|23f470c769022b7b419af14a72862f104238a794|backend/tests/e2e/smoke/test_basic_health.py,2025-04,2025-04,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid syntax (test_basic_health.py, line 22)",1,1
treatment,airweave-ai/airweave,554fdd2eaa8a6bcf4f99b07b17ea8462c73ac27f,backend/tests/unit/core/test_connection_service.py,treatment|airweave-ai/airweave|554fdd2eaa8a6bcf4f99b07b17ea8462c73ac27f|backend/tests/unit/core/test_connection_service.py,2025-05,2025-05,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (test_connection_service.py, line 262)",1,1
treatment,airweave-ai/airweave,6798eba3e1cf0a23eae4a39151959b195edff0d9,backend/tests/unit/core/test_connection_service.py,treatment|airweave-ai/airweave|6798eba3e1cf0a23eae4a39151959b195edff0d9|backend/tests/unit/core/test_connection_service.py,2025-05,2025-05,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (test_connection_service.py, line 262)",1,1
treatment,airweave-ai/airweave,8ff7cab4ec166b3851b2fe849a6060ceedc404b2,backend/airweave/core/source_connection_service.py,treatment|airweave-ai/airweave|8ff7cab4ec166b3851b2fe849a6060ceedc404b2|backend/airweave/core/source_connection_service.py,2025-08,2025-08,parent,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (source_connection_service.py, line 878)",1,1
treatment,airweave-ai/airweave,4e3153e9c18f2c451e6183b7b5ea8c08cf2fa65c,backend/airweave/crud/crud_organization.py,treatment|airweave-ai/airweave|4e3153e9c18f2c451e6183b7b5ea8c08cf2fa65c|backend/airweave/crud/crud_organization.py,2025-08,2025-08,current;parent,2,2,1,IndentationError,"IndentationError: expected an indented block after 'else' statement on line 288 (crud_organization.py, line 289)",1,1
treatment,airweave-ai/airweave,c3f48aad0be3e00ca3c25b9ec90164f487de616c,backend/airweave/platform/sync/entity_processor.py,treatment|airweave-ai/airweave|c3f48aad0be3e00ca3c25b9ec90164f487de616c|backend/airweave/platform/sync/entity_processor.py,2025-08,2025-08,current;parent,2,2,1,IndentationError,"IndentationError: unexpected indent (entity_processor.py, line 196)",1,1
treatment,allthingslinux/tux,f21d7233f58859ced9151d5cdd4c091c8523ed71,.archive/ghub.py,treatment|allthingslinux/tux|f21d7233f58859ced9151d5cdd4c091c8523ed71|.archive/ghub.py,2024-04,2024-04,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (ghub.py, line 344)",1,0
treatment,allthingslinux/tux,8b256c54cf1e43d4de97cebbe8b59fd7159e653b,tux/cogs/admin/mail.py,treatment|allthingslinux/tux|8b256c54cf1e43d4de97cebbe8b59fd7159e653b|tux/cogs/admin/mail.py,2024-06,2024-06,current,1,1,1,SyntaxError,"SyntaxError: unmatched ')' (mail.py, line 106)",1,0
treatment,allthingslinux/tux,d229acac431c2f3916290144ff199e22f7246bd4,tux/cogs/admin/mail.py,treatment|allthingslinux/tux|d229acac431c2f3916290144ff199e22f7246bd4|tux/cogs/admin/mail.py,2024-06,2024-06,current,1,1,1,SyntaxError,"SyntaxError: unmatched ')' (mail.py, line 106)",1,0
treatment,allthingslinux/tux,2ed9a221d6544fb7c5209aef03ad685a77d69a02,tux/cogs/utility/xkcd.py,treatment|allthingslinux/tux|2ed9a221d6544fb7c5209aef03ad685a77d69a02|tux/cogs/utility/xkcd.py,2024-06,2024-06,current,1,1,1,IndentationError,"IndentationError: expected an indented block after function definition on line 18 (xkcd.py, line 19)",1,0
treatment,allthingslinux/tux,2414de87080310822133ad0ba08fc7d49a962ff3,tux/cogs/utility/snippets.py,treatment|allthingslinux/tux|2414de87080310822133ad0ba08fc7d49a962ff3|tux/cogs/utility/snippets.py,2024-08,2024-08,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid syntax (snippets.py, line 456)",1,0
treatment,allthingslinux/tux,c2239be65ea0cd57bdce87620da98f3c6b13a278,tux/handlers/event.py,treatment|allthingslinux/tux|c2239be65ea0cd57bdce87620da98f3c6b13a278|tux/handlers/event.py,2024-08,2024-08,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event.py, line 40)",1,0
treatment,allthingslinux/tux,ff65c04780c6a39a5c50ba94e2dc132f9224998a,tux/handlers/event.py,treatment|allthingslinux/tux|ff65c04780c6a39a5c50ba94e2dc132f9224998a|tux/handlers/event.py,2024-08,2024-08,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event.py, line 40)",1,0
treatment,allthingslinux/tux,19f51c2685270e4c9b686184432e708d9f05a016,tux/cogs/services/gif_limiter.py,treatment|allthingslinux/tux|19f51c2685270e4c9b686184432e708d9f05a016|tux/cogs/services/gif_limiter.py,2024-09,2024-09,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid decimal literal (gif_limiter.py, line 11)",1,0
treatment,allthingslinux/tux,538d9577f69d3664102995f30bd0eca57ffa88ef,tux/cogs/services/gif_limiter.py,treatment|allthingslinux/tux|538d9577f69d3664102995f30bd0eca57ffa88ef|tux/cogs/services/gif_limiter.py,2024-09,2024-09,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid syntax (gif_limiter.py, line 60)",1,0
treatment,allthingslinux/tux,8de2801a404e6ad7b868d7fa01234415c544a878,tux/database/controllers/levels.py,treatment|allthingslinux/tux|8de2801a404e6ad7b868d7fa01234415c544a878|tux/database/controllers/levels.py,2024-09,2024-09,current;parent,2,2,1,IndentationError,"IndentationError: unexpected indent (levels.py, line 197)",1,0
treatment,allthingslinux/tux,57705d74957ef2243aeb5b4849ed7ae9abb3f0be,tux/cogs/levels/level.py,treatment|allthingslinux/tux|57705d74957ef2243aeb5b4849ed7ae9abb3f0be|tux/cogs/levels/level.py,2024-10,2024-10,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (level.py, line 49)",1,0
treatment,allthingslinux/tux,ed9166d8243978d8b0c70ec100a034101ea77cb3,tux/cogs/levels/level.py,treatment|allthingslinux/tux|ed9166d8243978d8b0c70ec100a034101ea77cb3|tux/cogs/levels/level.py,2024-10,2024-10,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (level.py, line 49)",1,0
treatment,allthingslinux/tux,d3eb94d190443f3e246b5dffcb68b4f01fa1f4a6,tux/cogs/levels/levelset.py,treatment|allthingslinux/tux|d3eb94d190443f3e246b5dffcb68b4f01fa1f4a6|tux/cogs/levels/levelset.py,2024-10,2024-10,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (levelset.py, line 50)",1,0
treatment,allthingslinux/tux,ed9166d8243978d8b0c70ec100a034101ea77cb3,tux/cogs/levels/levelset.py,treatment|allthingslinux/tux|ed9166d8243978d8b0c70ec100a034101ea77cb3|tux/cogs/levels/levelset.py,2024-10,2024-10,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (levelset.py, line 50)",1,0
treatment,allthingslinux/tux,a2695131e7a159a75222362df465a31c75822b47,tux/cogs/levels/xpblacklist.py,treatment|allthingslinux/tux|a2695131e7a159a75222362df465a31c75822b47|tux/cogs/levels/xpblacklist.py,2024-10,2024-10,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (xpblacklist.py, line 42)",1,0
treatment,allthingslinux/tux,ed9166d8243978d8b0c70ec100a034101ea77cb3,tux/cogs/levels/xpblacklist.py,treatment|allthingslinux/tux|ed9166d8243978d8b0c70ec100a034101ea77cb3|tux/cogs/levels/xpblacklist.py,2024-10,2024-10,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (xpblacklist.py, line 42)",1,0
treatment,allthingslinux/tux,639a69d8d4441fbbeb665d1209b4c7c0f1f76097,tux/cogs/levels/xpreset.py,treatment|allthingslinux/tux|639a69d8d4441fbbeb665d1209b4c7c0f1f76097|tux/cogs/levels/xpreset.py,2024-10,2024-10,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (xpreset.py, line 46)",1,0
treatment,allthingslinux/tux,ed9166d8243978d8b0c70ec100a034101ea77cb3,tux/cogs/levels/xpreset.py,treatment|allthingslinux/tux|ed9166d8243978d8b0c70ec100a034101ea77cb3|tux/cogs/levels/xpreset.py,2024-10,2024-10,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (xpreset.py, line 46)",1,0
treatment,allthingslinux/tux,cbd5deaf26ec070fde25fa96ac899f5c2c15b693,tux/cogs/levels/xpset.py,treatment|allthingslinux/tux|cbd5deaf26ec070fde25fa96ac899f5c2c15b693|tux/cogs/levels/xpset.py,2024-10,2024-10,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (xpset.py, line 48)",1,0
treatment,allthingslinux/tux,cf4a2076f5887738c2f095062c8e592cfd90373a,tux/cogs/levels/xpset.py,treatment|allthingslinux/tux|cf4a2076f5887738c2f095062c8e592cfd90373a|tux/cogs/levels/xpset.py,2024-10,2024-10,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (xpset.py, line 48)",1,0
treatment,allthingslinux/tux,ed9166d8243978d8b0c70ec100a034101ea77cb3,tux/cogs/levels/xpset.py,treatment|allthingslinux/tux|ed9166d8243978d8b0c70ec100a034101ea77cb3|tux/cogs/levels/xpset.py,2024-10,2024-10,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (xpset.py, line 48)",1,0
treatment,allthingslinux/tux,c6a5c424ef17dfefed2c70654879fdce5ecdd65b,audit/53_progress_reporter.py,treatment|allthingslinux/tux|c6a5c424ef17dfefed2c70654879fdce5ecdd65b|audit/53_progress_reporter.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (53_progress_reporter.py, line 52)",1,1
treatment,allthingslinux/tux,c6a5c424ef17dfefed2c70654879fdce5ecdd65b,audit/54_continuous_improvement_pipeline.py,treatment|allthingslinux/tux|c6a5c424ef17dfefed2c70654879fdce5ecdd65b|audit/54_continuous_improvement_pipeline.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (54_continuous_improvement_pipeline.py, line 11)",1,1
treatment,allthingslinux/tux,c6a5c424ef17dfefed2c70654879fdce5ecdd65b,audit/56_generate_daily_summary.py,treatment|allthingslinux/tux|c6a5c424ef17dfefed2c70654879fdce5ecdd65b|audit/56_generate_daily_summary.py,2025-07,2025-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (56_generate_daily_summary.py, line 90)",1,1
treatment,allthingslinux/tux,c6a5c424ef17dfefed2c70654879fdce5ecdd65b,audit/57_evaluate_quality_gates.py,treatment|allthingslinux/tux|c6a5c424ef17dfefed2c70654879fdce5ecdd65b|audit/57_evaluate_quality_gates.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (57_evaluate_quality_gates.py, line 11)",1,1
treatment,allthingslinux/tux,5f3568014f956af35d30e595561b4358e71f5bf2,audit/continuous_improvement_pipeline.py,treatment|allthingslinux/tux|5f3568014f956af35d30e595561b4358e71f5bf2|audit/continuous_improvement_pipeline.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (continuous_improvement_pipeline.py, line 11)",1,1
treatment,allthingslinux/tux,5f3568014f956af35d30e595561b4358e71f5bf2,audit/core/migration.py,treatment|allthingslinux/tux|5f3568014f956af35d30e595561b4358e71f5bf2|audit/core/migration.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: unterminated string literal (detected at line 25) (migration.py, line 25)",1,1
treatment,allthingslinux/tux,5f3568014f956af35d30e595561b4358e71f5bf2,audit/evaluate_quality_gates.py,treatment|allthingslinux/tux|5f3568014f956af35d30e595561b4358e71f5bf2|audit/evaluate_quality_gates.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (evaluate_quality_gates.py, line 11)",1,1
treatment,allthingslinux/tux,5f3568014f956af35d30e595561b4358e71f5bf2,audit/generate_daily_summary.py,treatment|allthingslinux/tux|5f3568014f956af35d30e595561b4358e71f5bf2|audit/generate_daily_summary.py,2025-07,2025-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (generate_daily_summary.py, line 90)",1,1
treatment,allthingslinux/tux,5f3568014f956af35d30e595561b4358e71f5bf2,audit/progress_reporter.py,treatment|allthingslinux/tux|5f3568014f956af35d30e595561b4358e71f5bf2|audit/progress_reporter.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (progress_reporter.py, line 52)",1,1
treatment,allthingslinux/tux,c965043af9abadd552f4ca1680248bf5e52d0b79,.audit/53_progress_reporter.py,treatment|allthingslinux/tux|c965043af9abadd552f4ca1680248bf5e52d0b79|.audit/53_progress_reporter.py,2025-08,2025-08,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (53_progress_reporter.py, line 52)",1,1
treatment,allthingslinux/tux,c965043af9abadd552f4ca1680248bf5e52d0b79,.audit/54_continuous_improvement_pipeline.py,treatment|allthingslinux/tux|c965043af9abadd552f4ca1680248bf5e52d0b79|.audit/54_continuous_improvement_pipeline.py,2025-08,2025-08,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (54_continuous_improvement_pipeline.py, line 11)",1,1
treatment,allthingslinux/tux,c965043af9abadd552f4ca1680248bf5e52d0b79,.audit/56_generate_daily_summary.py,treatment|allthingslinux/tux|c965043af9abadd552f4ca1680248bf5e52d0b79|.audit/56_generate_daily_summary.py,2025-08,2025-08,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (56_generate_daily_summary.py, line 90)",1,1
treatment,allthingslinux/tux,c965043af9abadd552f4ca1680248bf5e52d0b79,.audit/57_evaluate_quality_gates.py,treatment|allthingslinux/tux|c965043af9abadd552f4ca1680248bf5e52d0b79|.audit/57_evaluate_quality_gates.py,2025-08,2025-08,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (57_evaluate_quality_gates.py, line 11)",1,1
treatment,ericyuegu/hal,d9d8cd4f78809ce26cbbb31882fe6d2d06b9fc42,hal/eval.py,treatment|ericyuegu/hal|d9d8cd4f78809ce26cbbb31882fe6d2d06b9fc42|hal/eval.py,2024-06,2024-06,current;parent,2,2,1,SyntaxError,"SyntaxError: expected argument value expression (eval.py, line 53)",1,0
treatment,ericyuegu/hal,d6ef52e7e261df468f7d144b220c077b405c3b13,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|d6ef52e7e261df468f7d144b220c077b405c3b13|notebooks/test_streaming_dataloader.py,2024-10,2024-10,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 27)",1,0
treatment,ericyuegu/hal,57cd1367d9d74c6cf46ec44e99f709106e7943c6,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|57cd1367d9d74c6cf46ec44e99f709106e7943c6|notebooks/test_streaming_dataloader.py,2024-11,2024-11,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 34)",1,0
treatment,ericyuegu/hal,948d1e465d2978beac9cc35b9f66f26fb5c7b116,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|948d1e465d2978beac9cc35b9f66f26fb5c7b116|notebooks/test_streaming_dataloader.py,2024-11,2024-11,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 34)",1,0
treatment,ericyuegu/hal,1558c6aeba9f095928bf2f22bfbe33adef061ba7,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|1558c6aeba9f095928bf2f22bfbe33adef061ba7|notebooks/test_streaming_dataloader.py,2024-12,2024-12,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 44)",1,0
treatment,ericyuegu/hal,3021174d98b2b7d4e186d08c7dbad14fae56e84a,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|3021174d98b2b7d4e186d08c7dbad14fae56e84a|notebooks/test_streaming_dataloader.py,2024-12,2024-12,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 44)",1,0
treatment,ericyuegu/hal,585537a59e3b717ff6a7c6dd1aa02a078e7285ea,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|585537a59e3b717ff6a7c6dd1aa02a078e7285ea|notebooks/test_streaming_dataloader.py,2024-12,2024-12,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 47)",1,0
treatment,ericyuegu/hal,edc1fc18dfe030eb1438ce261beb1dcdc5d601d2,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|edc1fc18dfe030eb1438ce261beb1dcdc5d601d2|notebooks/test_streaming_dataloader.py,2024-12,2024-12,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 36)",1,0
treatment,ericyuegu/hal,818878500335a1394d5bf55145d6cc86f5e02f0d,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|818878500335a1394d5bf55145d6cc86f5e02f0d|notebooks/test_streaming_dataloader.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 63)",1,1
treatment,ericyuegu/hal,8fdce522261a746c4f741b7e1be3e36d659ed197,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|8fdce522261a746c4f741b7e1be3e36d659ed197|notebooks/test_streaming_dataloader.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 63)",1,1
treatment,ericyuegu/hal,9e69c34ca83bab21c8c617a882bb96b89a09532d,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|9e69c34ca83bab21c8c617a882bb96b89a09532d|notebooks/test_streaming_dataloader.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 63)",1,1
treatment,ericyuegu/hal,c2ac5d12bb6c2f183ef1eca5d623325bf7f2a9e4,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|c2ac5d12bb6c2f183ef1eca5d623325bf7f2a9e4|notebooks/test_streaming_dataloader.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 63)",1,1
treatment,ericyuegu/hal,c7d7197535a8e08f77a3e65dcc5795be422129fd,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|c7d7197535a8e08f77a3e65dcc5795be422129fd|notebooks/test_streaming_dataloader.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 63)",1,1
treatment,ericyuegu/hal,d2f6d9c719f050caf937a571a755abb61c09cd9a,notebooks/test_streaming_dataloader.py,treatment|ericyuegu/hal|d2f6d9c719f050caf937a571a755abb61c09cd9a|notebooks/test_streaming_dataloader.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis ')' does not match opening parenthesis '[' (test_streaming_dataloader.py, line 56)",1,1
treatment,ericyuegu/hal,4c05d2f53115f31b11dd2be549012589cd2d1f60,hal/training/models/gpt_cached.py,treatment|ericyuegu/hal|4c05d2f53115f31b11dd2be549012589cd2d1f60|hal/training/models/gpt_cached.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: expected ':' (gpt_cached.py, line 116)",1,1
treatment,ezyang/codemcp,c8b9d447c3d2037fcbd5211c0413b122246b4c80,codemcp/tools/init_project.py,treatment|ezyang/codemcp|c8b9d447c3d2037fcbd5211c0413b122246b4c80|codemcp/tools/init_project.py,2025-03,2025-03,current,1,1,1,IndentationError,"IndentationError: unexpected indent (init_project.py, line 66)",1,1
treatment,ezyang/codemcp,de861d9a5dd8eaf84e3db425228fa930e8621782,codemcp/tools/init_project.py,treatment|ezyang/codemcp|de861d9a5dd8eaf84e3db425228fa930e8621782|codemcp/tools/init_project.py,2025-03,2025-03,parent,1,1,1,IndentationError,"IndentationError: unexpected indent (init_project.py, line 66)",1,1
treatment,ezyang/codemcp,bb246c2f94bcf767a05a7af4b70bfec00f83199e,deskaid.py,treatment|ezyang/codemcp|bb246c2f94bcf767a05a7af4b70bfec00f83199e|deskaid.py,2025-03,2025-03,current;parent,2,2,1,SyntaxError,"SyntaxError: unterminated f-string literal (detected at line 98) (bb246c2f94bcf767a05a7af4b70bfec00f83199e:deskaid.py, line 98)",1,1
treatment,ezyang/codemcp,b364a0c9870107fc3e110c2336dc8f98ef3a0f79,test/test_mcp_e2e.py,treatment|ezyang/codemcp|b364a0c9870107fc3e110c2336dc8f98ef3a0f79|test/test_mcp_e2e.py,2025-03,2025-03,current;parent,2,2,1,IndentationError,"IndentationError: unexpected indent (test_mcp_e2e.py, line 614)",1,1
treatment,ezyang/codemcp,af98e2c6076230aa064bf1e6d3fa68345ba1d2d8,test/unit/test_init_project.py,treatment|ezyang/codemcp|af98e2c6076230aa064bf1e6d3fa68345ba1d2d8|test/unit/test_init_project.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: unmatched ')' (test_init_project.py, line 192)",1,1
treatment,ezyang/codemcp,bf03cde1ad86e97c404e46ae30dd61a61fd79777,test/unit/test_init_project.py,treatment|ezyang/codemcp|bf03cde1ad86e97c404e46ae30dd61a61fd79777|test/unit/test_init_project.py,2025-03,2025-03,current;parent,2,2,1,IndentationError,"IndentationError: expected an indented block after function definition on line 193 (test_init_project.py, line 194)",1,1
treatment,ezyang/codemcp,d9e6106d7567b4b0fbf182a2d0d74f8090eee756,test/unit/test_init_project.py,treatment|ezyang/codemcp|d9e6106d7567b4b0fbf182a2d0d74f8090eee756|test/unit/test_init_project.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: unmatched ')' (test_init_project.py, line 192)",1,1
treatment,gerred/mcp-server-replicate,9a0687555c54e047f70ce96a1c449012879bc8ff,tests/test_server.py,treatment|gerred/mcp-server-replicate|9a0687555c54e047f70ce96a1c449012879bc8ff|tests/test_server.py,2025-01,2025-01,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (test_server.py, line 8)",1,1
